"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"4","J'ai le sens du contact","509647","D1303","Responsable de station-service","non"
"4","J'ai le sens du contact","510424","D1304","Responsable de station de lavage","oui"
"4","J'ai le sens du contact","510477","D1305","Responsable de magasin cycles","non"
"4","J'ai le sens du contact","102","D1401","Assistant commercial / Assistante commerciale","non"
"4","J'ai le sens du contact","103","D1402","Commercial / Commerciale grands comptes et entreprises","non"
"4","J'ai le sens du contact","106","D1405","Conseiller / Conseillère en information médicale","oui"
"4","J'ai le sens du contact","109","D1408","Conseiller / Conseillère clientèle à distance","oui"
"4","J'ai le sens du contact","403074","D1409","Assistant / Assistante administration des ventes","non"
"4","J'ai le sens du contact","403086","D1410","Attaché commercial / Attachée commerciale","non"
"4","J'ai le sens du contact","488868","D1415","Chargé / Chargée de relation client","non"
"4","J'ai le sens du contact","488879","D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises","non"
"4","J'ai le sens du contact","512356","D1423","Conseiller / Conseillère produits en véhicules","oui"
"4","J'ai le sens du contact","509522","D1424","Conseiller vendeur / Conseillère vendeuse à domicile","oui"
"4","J'ai le sens du contact","509527","D1425","Conseiller vendeur / Conseillère vendeuse de véhicules poids lourds","non"
"4","J'ai le sens du contact","509686","D1427","Conseiller vendeur / Conseillère vendeuse d'autocars","non"
"4","J'ai le sens du contact","509695","D1428","Superviseur / Superviseuse technique et logistique en assistance de régulation médicale","non"
"4","J'ai le sens du contact","510432","D1429","Assistant / Assistante import-export","non"
"4","J'ai le sens du contact","509809","D1430","Conseiller vendeur / Conseillère vendeuse de véhicules de loisirs","oui"
"4","J'ai le sens du contact","510416","D1431","Assistant / Assistante achat","non"
"4","J'ai le sens du contact","510410","D1432","Assistant / Assistante service clients","non"
"4","J'ai le sens du contact","510137","D1435","Responsable de plateau de centre d'appels","oui"
"4","J'ai le sens du contact","510165","D1436","Assistant / Assistante de régulation médicale (ARM)","oui"
"4","J'ai le sens du contact","510269","D1438","Assistant / Assistante e-commerce","non"
"4","J'ai le sens du contact","110","D1501","Animateur / Animatrice des ventes","non"
"4","J'ai le sens du contact","114","D1505","Hôte / Hôtesse de caisse","oui"
"4","J'ai le sens du contact","116","D1507","Employé / Employée de rayon libre-service","non"
"4","J'ai le sens du contact","117","D1508","Responsable de caisses","oui"
"4","J'ai le sens du contact","509899","D1511","Opérateur / Opératrice de station service","oui"
"4","J'ai le sens du contact","121","E1103","Chargé / Chargée des relations publiques","non"
"4","J'ai le sens du contact","123","E1105","Editeur / Editrice","non"
"4","J'ai le sens du contact","124","E1106","Journaliste","non"
"4","J'ai le sens du contact","125","E1107","Chef / Cheffe de projet événementiel","non"
"4","J'ai le sens du contact","403088","E1109","Directeur / Directrice de la communication","non"
"4","J'ai le sens du contact","509400","E1114","Reporter / Reportrice","non"
"4","J'ai le sens du contact","509944","E1117","Wedding planner","non"
"4","J'ai le sens du contact","510053","E1118","Présentateur / Présentatrice journaliste","non"
"4","J'ai le sens du contact","510143","E1121","Secrétaire de rédaction","non"
"4","J'ai le sens du contact","510255","E1122","Transcripteur adaptateur / Transcriptrice adaptatrice","non"
"4","J'ai le sens du contact","512360","E1408","Responsable trafic création","non"
"4","J'ai le sens du contact","512357","E1413","Chef / Cheffe de projet publicitaire","non"
"4","J'ai le sens du contact","404538","F1114","Conseiller / Conseillère en rénovation énergétique","oui"
"4","J'ai le sens du contact","510458","F1133","Chargé / Chargée d'affaires foncières","non"
"4","J'ai le sens du contact","163","F1603","Plombier / Plombière sanitaire","non"
"4","J'ai le sens du contact","404539","F1620","Installateur / Installatrice chauffage et climatisation","non"
"4","J'ai le sens du contact","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction","oui"
"4","J'ai le sens du contact","180","G1101","Agent / Agente d'accueil touristique","oui"
"4","J'ai le sens du contact","488584","G1103","Directeur / Directrice de parc régional","non"
"4","J'ai le sens du contact","488765","G1104","Consultant / Consultante tourisme","non"
"4","J'ai le sens du contact","488774","G1105","Directeur / Directrice d'office du tourisme","non"
"4","J'ai le sens du contact","488794","G1106","Animateur / Animatrice du patrimoine","non"
"4","J'ai le sens du contact","488895","G1107","Hôte / Hôtesse d'accueil et d'animation de croisière","oui"
"4","J'ai le sens du contact","489216","G1108","Directeur / Directrice de pays d'accueil touristique","non"
"4","J'ai le sens du contact","182","G1201","Guide-accompagnateur / Guide-accompagnatrice","oui"
"4","J'ai le sens du contact","183","G1202","Animateur / Animatrice d'atelier artistique ou ludique","oui"
"4","J'ai le sens du contact","184","G1203","Animateur / Animatrice jeunesse","oui"
"4","J'ai le sens du contact","185","G1204","Educateur sportif / Educatrice sportive","non"
"4","J'ai le sens du contact","186","G1205","Opérateur / Opératrice d'attraction","oui"
"4","J'ai le sens du contact","187","G1206","Croupier / Croupière","oui"
"4","J'ai le sens du contact","403072","G1207","Surveillant / Surveillante de baignade","non"
"4","J'ai le sens du contact","403078","G1209","Animateur / Animatrice de loisirs sportifs","non"
"4","J'ai le sens du contact","404963","G1213","Chargé / Chargée de développement d'activités sportives","non"
"4","J'ai le sens du contact","404970","G1216","Moniteur / Monitrice de sport nature","non"
"4","J'ai le sens du contact","488277","G1219","Recruteur sportif / Recruteuse sportive","non"
"4","J'ai le sens du contact","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","non"
"4","J'ai le sens du contact","488598","G1221","Responsable des attractions","non"
"4","J'ai le sens du contact","489193","G1223","Animateur / Animatrice en site de divertissement","oui"
"4","J'ai le sens du contact","488616","G1224","Maître-nageur sauveteur / Maître-nageuse sauveteuse","non"
"4","J'ai le sens du contact","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles","oui"
"4","J'ai le sens du contact","488733","G1226","Chef / Cheffe de bassin","non"
"4","J'ai le sens du contact","488779","G1228","Guide de haute montagne","non"
"4","J'ai le sens du contact","489165","G1229","Guide-accompagnateur / Guide-accompagnatrice de pêche","non"
"4","J'ai le sens du contact","488860","G1230","Guide de tourisme équestre","non"
"4","J'ai le sens du contact","489016","G1231","Accompagnateur / Accompagnatrice en écotourisme","non"
"4","J'ai le sens du contact","489046","G1232","Opérateur / Opératrice de parcours acrobatique dans les arbres","non"
"4","J'ai le sens du contact","489050","G1233","Préparateur mental / Préparatrice mentale du sport","non"
"4","J'ai le sens du contact","489070","G1234","Musher guide de randonnée en traîneau","non"
"4","J'ai le sens du contact","509374","G1235","Animateur / Animatrice de séjour de vacances","oui"
"4","J'ai le sens du contact","509387","G1236","Animateur / Animatrice de club de vacances","oui"
"4","J'ai le sens du contact","509666","G1237","Directeur / Directrice d'accueil de loisirs sans hébergement","non"
"4","J'ai le sens du contact","509760","G1238","Animateur / Animatrice d'atelier multimédia","non"
"4","J'ai le sens du contact","509764","G1239","Responsable d'animation","oui"
"4","J'ai le sens du contact","510150","G1240","Animateur / Animatrice nature environnement","non"
"4","J'ai le sens du contact","510396","G1241","Directeur / Directrice de centre de séjour de vacances","oui"
"4","J'ai le sens du contact","512361","G1242","Médiateur / Médiatrice scientifique","oui"
"4","J'ai le sens du contact","190","G1303","Conseiller / Conseillère en voyages","non"
"4","J'ai le sens du contact","509883","G1305","Assistant / Assistante chef de produit tourisme","non"
"4","J'ai le sens du contact","509947","G1306","Billettiste voyages","non"
"4","J'ai le sens du contact","510182","G1307","Responsable de ventes de voyages en plateau d'affaires","non"
"4","J'ai le sens du contact","191","G1401","Adjoint / Adjointe de direction en hôtellerie-restauration","non"
"4","J'ai le sens du contact","194","G1404","Responsable d'établissement de restauration collective","non"
"4","J'ai le sens du contact","509639","G1415","Gérant / Gérante de gîte et chambres d'hôtes","non"
"4","J'ai le sens du contact","196","G1502","Employé / Employée d'hôtel","oui"
"4","J'ai le sens du contact","197","G1503","Gouvernant / Gouvernante d'hôtel","non"
"4","J'ai le sens du contact","404039","G1606","Cuisinier / Cuisinière de collectivité","non"
"4","J'ai le sens du contact","404040","G1607","Employé / Employée de restauration collective","oui"
"4","J'ai le sens du contact","404540","G1608","Ecailler / Ecaillère","non"
"4","J'ai le sens du contact","489173","G1611","Steward / Hôtesse de train","non"
"4","J'ai le sens du contact","510306","G1613","Restaurateur ambulant / Restauratrice ambulante","non"
"4","J'ai le sens du contact","203","G1701","Concierge d'hôtel","oui"
"4","J'ai le sens du contact","204","G1702","Bagagiste en établissement hôtelier","oui"
"4","J'ai le sens du contact","205","G1703","Réceptionniste","oui"
"4","J'ai le sens du contact","488579","G1704","Agent / Agente de réservation en hôtellerie","oui"
"4","J'ai le sens du contact","488585","G1705","Chef / Cheffe concierge d'hôtel","non"
"4","J'ai le sens du contact","488620","G1706","Chef / Cheffe de réception en hôtellerie","non"
"4","J'ai le sens du contact","488891","G1707","Responsable de vestiaire","oui"
"4","J'ai le sens du contact","489018","G1708","Voiturier / Voiturière","oui"
"4","J'ai le sens du contact","206","G1801","Barman / Barmaid","non"
"4","J'ai le sens du contact","207","G1802","Maître / Maîtresse d'hôtel","non"
"4","J'ai le sens du contact","208","G1803","Serveur / Serveuse en restauration","oui"
"4","J'ai le sens du contact","209","G1804","Sommelier / Sommelière","non"
"4","J'ai le sens du contact","489037","G1805","Gérant / Gérante de café, bar-brasserie","non"
"4","J'ai le sens du contact","488898","G1806","Chef sommelier / Cheffe sommelière","non"
"4","J'ai le sens du contact","488582","G1807","Gérant / Gérante de bar-tabac","non"
"4","J'ai le sens du contact","488635","G1808","Chef barman / Cheffe barmaid","non"
"4","J'ai le sens du contact","488718","G1809","Barista","non"
"4","J'ai le sens du contact","488861","G1810","Chef / Cheffe de rang","non"
"4","J'ai le sens du contact","210","H1101","Ingénieur / Ingénieure support technique","oui"
"4","J'ai le sens du contact","488627","H1106","Responsable support technique clients","oui"
"4","J'ai le sens du contact","489029","H1108","Technicien / Technicienne support client en industrie","oui"
"4","J'ai le sens du contact","404541","H1211","Attaché / Attachée de recherche clinique (ARC)","non"
"4","J'ai le sens du contact","488335","H1221","Responsable des partenariats de recherche en industrie pharmaceutique","non"
"4","J'ai le sens du contact","488351","H1223","Coordinateur / Coordinatrice d'études cliniques en industrie pharmaceutique","non"
"4","J'ai le sens du contact","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)","non"
"4","J'ai le sens du contact","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)","non"
"4","J'ai le sens du contact","306","I1103","Chef / Cheffe d'atelier après-vente des véhicules (auto, moto, VTR)","non"
"4","J'ai le sens du contact","509502","I1108","Chef / Cheffe d'atelier engins de chantier","non"
"4","J'ai le sens du contact","509663","I1109","Responsable de parc de véhicules","non"
"4","J'ai le sens du contact","509779","I1110","Chef / Cheffe d'atelier machines agricoles","non"
"4","J'ai le sens du contact","509795","I1111","Responsable technique après-vente des véhicules","non"
"4","J'ai le sens du contact","510299","I1112","Chef / Cheffe d'atelier engins de levage et de manutention","non"
"4","J'ai le sens du contact","510409","I1113","Chef / Cheffe d'atelier en démontage recyclage de VHU","non"
"4","J'ai le sens du contact","510425","I1114","Responsable de centre de contrôle technique de véhicules","non"
"4","J'ai le sens du contact","510435","I1115","Responsable de site(s) de vente et de réparation cycles","non"
"4","J'ai le sens du contact","510448","I1116","Responsable d'exploitation de stationnement","non"
"4","J'ai le sens du contact","510460","I1117","Chef / Cheffe d'atelier après-vente cycles","non"
"4","J'ai le sens du contact","510467","I1118","Responsable de site SMAVA (service multimarques de l'après-vente automobile)","non"
"4","J'ai le sens du contact","509704","I1329","Technicien / Technicienne de maintenance en audio-vidéo professionnelle","non"
"4","J'ai le sens du contact","320","I1401","Technicien / Technicienne de maintenance en informatique","non"
"4","J'ai le sens du contact","321","I1402","Technicien / Technicienne de maintenance en appareils électroménagers","non"
"4","J'ai le sens du contact","489033","I1404","Conseiller / Conseillère support technique informatique","non"
"4","J'ai le sens du contact","509360","I1406","Superviseur / Superviseuse hot line en informatique","non"
"4","J'ai le sens du contact","510037","I1409","Agent / Agente de maintenance en bureautique","non"
"4","J'ai le sens du contact","510406","I1410","Responsable Service Après-Vente -SAV- en électroménager","non"
"4","J'ai le sens du contact","488613","I1610","Responsable atelier carrosserie","non"
"4","J'ai le sens du contact","509404","I1623","Conseiller / Conseillère client après-vente des véhicules","oui"
"4","J'ai le sens du contact","510471","I1628","Conseiller / Conseillère technique cycles","non"
"4","J'ai le sens du contact","333","J1102","Médecin généraliste","non"
"4","J'ai le sens du contact","334","J1103","Dentiste","non"
"4","J'ai le sens du contact","335","J1104","Homme sage-femme / Sage-femme","non"
"4","J'ai le sens du contact","488764","J1108","Médecin régulateur","non"
"4","J'ai le sens du contact","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-","non"
"4","J'ai le sens du contact","489214","J1111","Gynécologue","non"
"4","J'ai le sens du contact","509388","J1112","Oncologue","non"
"4","J'ai le sens du contact","509405","J1113","Dermatologue","non"
"4","J'ai le sens du contact","509411","J1114","Rhumatologue","non"
"4","J'ai le sens du contact","509412","J1115","Pédiatre","non"
"4","J'ai le sens du contact","509498","J1116","Gériatre","non"
"4","J'ai le sens du contact","509506","J1117","Hématologue","non"
"4","J'ai le sens du contact","509524","J1118","Radiologue","non"
"4","J'ai le sens du contact","509560","J1120","Médecin phlébologue","non"
"4","J'ai le sens du contact","509562","J1121","Gastro-entérologue","non"
"4","J'ai le sens du contact","510286","J1124","Médecin Anesthésiste Réanimateur / Réanimatrice (MAR)","non"
"4","J'ai le sens du contact","509770","J1126","Médecin du sport","non"
"4","J'ai le sens du contact","509785","J1128","Pneumologue","non"
"4","J'ai le sens du contact","509807","J1129","Allergologue","non"
"4","J'ai le sens du contact","509949","J1131","Psychiatre","non"
"4","J'ai le sens du contact","509927","J1134","Ophtalmologue","non"
"4","J'ai le sens du contact","336","J1201","Biologiste médical / Biologiste médicale","non"
"4","J'ai le sens du contact","337","J1202","Pharmacien / Pharmacienne","non"
"4","J'ai le sens du contact","338","J1301","Agent / Agente de service hospitalier (ASH)","non"
"4","J'ai le sens du contact","340","J1303","Assistant / Assistante médico-technique","non"
"4","J'ai le sens du contact","341","J1304","Auxiliaire de puériculture","non"
"4","J'ai le sens du contact","342","J1305","Ambulancier / Ambulancière","non"
"4","J'ai le sens du contact","404042","J1308","Brancardier / Brancardière","non"
"4","J'ai le sens du contact","509513","J1310","Auxiliaire ambulancier / Auxiliaire ambulancière","non"
"4","J'ai le sens du contact","509555","J1311","Transporteur / Transporteuse de produits de santé","non"
"4","J'ai le sens du contact","510261","J1312","Assistant / Assistante dentaire","non"
"4","J'ai le sens du contact","345","J1401","Audioprothésiste","non"
"4","J'ai le sens du contact","346","J1402","Diététicien / Diététicienne","non"
"4","J'ai le sens du contact","347","J1403","Ergothérapeute","non"
"4","J'ai le sens du contact","348","J1404","Kinésithérapeute","non"
"4","J'ai le sens du contact","349","J1405","Opticien / Opticienne","non"
"4","J'ai le sens du contact","350","J1406","Orthophoniste","non"
"4","J'ai le sens du contact","352","J1408","Ostéopathe","non"
"4","J'ai le sens du contact","353","J1409","Pédicure-podologue","non"
"4","J'ai le sens du contact","354","J1410","Prothésiste dentaire","non"
"4","J'ai le sens du contact","356","J1412","Psychomotricien / Psychomotricienne","non"
"4","J'ai le sens du contact","488767","J1413","Physiothérapeute","non"
"4","J'ai le sens du contact","512363","J1415","Enseignant / Enseignante en activité physique adaptée (EAPA)","non"
"4","J'ai le sens du contact","357","J1501","Aide-soignant / Aide-soignante","non"
"4","J'ai le sens du contact","359","J1503","Infirmier / Infirmière anesthésiste (IADE)","non"
"4","J'ai le sens du contact","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)","non"
"4","J'ai le sens du contact","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","non"
"4","J'ai le sens du contact","363","J1507","Puériculteur / Puéricultrice","non"
"4","J'ai le sens du contact","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","non"
"4","J'ai le sens du contact","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","non"
"4","J'ai le sens du contact","364","K1101","Médiateur familial / Médiatrice familiale","oui"
"4","J'ai le sens du contact","366","K1103","Conseiller / Conseillère en développement personnel","non"
"4","J'ai le sens du contact","367","K1104","Psychologue","non"
"4","J'ai le sens du contact","489075","K1105","Art thérapeute","non"
"4","J'ai le sens du contact","510399","K1106","Sophrologue","non"
"4","J'ai le sens du contact","509558","K1107","Conseiller / Conseillère d’orientation psychologue","non"
"4","J'ai le sens du contact","509926","K1108","Intervenant / Intervenante en médecine non conventionnelle","non"
"4","J'ai le sens du contact","369","K1202","Educateur / Educatrice de jeunes enfants","non"
"4","J'ai le sens du contact","370","K1203","Educateur technique spécialisé / Educatrice technique spécialisée","non"
"4","J'ai le sens du contact","371","K1204","Médiateur social / Médiatrice sociale","non"
"4","J'ai le sens du contact","372","K1205","Agent / Agente d'accueil social","oui"
"4","J'ai le sens du contact","373","K1206","Animateur coordinateur socioculturel / Animatrice coordinatrice socioculturelle","oui"
"4","J'ai le sens du contact","374","K1207","Educateur spécialisé / Educatrice spécialisée","oui"
"4","J'ai le sens du contact","488325","K1208","Moniteur éducateur / Monitrice éducatrice","oui"
"4","J'ai le sens du contact","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif","non"
"4","J'ai le sens du contact","488783","K1210","Educateur / Educatrice de la protection judiciaire de la jeunesse","oui"
"4","J'ai le sens du contact","489059","K1211","Conseiller / Conseillère d'Insertion et de Probation -CIP-","oui"
"4","J'ai le sens du contact","489963","K1212","Ministre du culte","non"
"4","J'ai le sens du contact","510400","K1214","Conseiller / Conseillère en génétique","non"
"4","J'ai le sens du contact","509410","K1215","Moniteur / Monitrice d’atelier en milieu de travail protégé","non"
"4","J'ai le sens du contact","509503","K1217","Animateur socioéducatif / Animatrice socioéducative","non"
"4","J'ai le sens du contact","509687","K1218","Responsable de maison de quartier","non"
"4","J'ai le sens du contact","509696","K1219","Directeur / Directrice de centre socioculturel","non"
"4","J'ai le sens du contact","509756","K1220","Médiateur / Médiatrice en santé","non"
"4","J'ai le sens du contact","509896","K1221","Ecoutant social / Ecoutante sociale","oui"
"4","J'ai le sens du contact","510206","K1223","Technicien / Technicienne de l'administration pénitentiaire","non"
"4","J'ai le sens du contact","510181","K1224","Encadrant / Encadrante technique d'insertion socioprofessionnelle","non"
"4","J'ai le sens du contact","510032","K1225","Conseiller / Conseillère en économie sociale et familiale (CESF)","non"
"4","J'ai le sens du contact","510058","K1226","Chargé / Chargée de médiation interculturelle","non"
"4","J'ai le sens du contact","375","K1301","Educateur / Educatrice en locomotion","non"
"4","J'ai le sens du contact","376","K1302","Assistant / Assistante de vie dépendance","oui"
"4","J'ai le sens du contact","377","K1303","Garde d'enfant","non"
"4","J'ai le sens du contact","378","K1304","Employé familial / Employée familiale","non"
"4","J'ai le sens du contact","28964","K1305","Technicien / Technicienne d'Intervention Sociale et Familiale (TISF)","non"
"4","J'ai le sens du contact","404044","K1306","Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)","oui"
"4","J'ai le sens du contact","404543","K1309","Assistant familial / Assistante familiale","oui"
"4","J'ai le sens du contact","404544","K1310","Assistant maternel / Assistante maternelle","oui"
"4","J'ai le sens du contact","488323","K1311","Assistant / Assistante de vie aux familles","oui"
"4","J'ai le sens du contact","488338","K1312","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes","oui"
"4","J'ai le sens du contact","489223","K1313","Employé / Employée au pair","non"
"4","J'ai le sens du contact","509757","K1314","Auxiliaire de vie sociale auprès d'enfants","non"
"4","J'ai le sens du contact","383","K1405","Préfet / Préfète","non"
"4","J'ai le sens du contact","510283","K1413","Directeur / Directrice d'établissement à caractère social","non"
"4","J'ai le sens du contact","510045","K1418","Ambassadeur / Ambassadrice","non"
"4","J'ai le sens du contact","510148","K1419","Responsable du service des assemblées","non"
"4","J'ai le sens du contact","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire","non"
"4","J'ai le sens du contact","488934","K1723","Conducteur / Conductrice Véhicule Léger de l'armée","non"
"4","J'ai le sens du contact","398","K1801","Conseiller / Conseillère en insertion professionnelle","oui"
"4","J'ai le sens du contact","399","K1802","Chargé / Chargée de développement économique et local","non"
"4","J'ai le sens du contact","509511","K1803","Animateur / Animatrice de développement régional","non"
"4","J'ai le sens du contact","509552","K1804","Conseiller / Conseillère en création d'entreprise","oui"
"4","J'ai le sens du contact","509661","K1805","Chargé / Chargée de développement social","non"
"4","J'ai le sens du contact","509672","K1806","Chargé / Chargée de développement social et urbain","non"
"4","J'ai le sens du contact","509882","K1808","Chargé / Chargée de développement culturel","non"
"4","J'ai le sens du contact","510031","K1809","Responsable de développement territorial","non"
"4","J'ai le sens du contact","510071","K1811","Chargé / Chargée de projet en aménagement du territoire","non"
"4","J'ai le sens du contact","510147","K1812","Chargé / Chargée de projet emploi","oui"
"4","J'ai le sens du contact","510304","K1814","Chargé / Chargée d'emploi en entreprise de travail temporaire","non"
"4","J'ai le sens du contact","510311","K1815","Chargé / Chargée de mission emploi formation","non"
"4","J'ai le sens du contact","404","K2101","Conseiller consultant / Conseillère consultante en formation","non"
"4","J'ai le sens du contact","413","K2110","Enseignant / Enseignante de la conduite et de la sécurité routière","non"
"4","J'ai le sens du contact","414","K2111","Formateur / Formatrice","non"
"4","J'ai le sens du contact","415","K2112","Conseiller / Conseillère d'orientation","non"
"4","J'ai le sens du contact","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)","oui"
"4","J'ai le sens du contact","488317","K2114","Formateur / Formatrice qualité","non"
"4","J'ai le sens du contact","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule","non"
"4","J'ai le sens du contact","509361","K2119","Consultant / Consultante en ingénierie pédagogique","non"
"4","J'ai le sens du contact","509529","K2122","Professeur / Professeure à domicile","non"
"4","J'ai le sens du contact","509534","K2124","Formateur / Formatrice conduite d'engins motorisés et de levage","non"
"4","J'ai le sens du contact","509551","K2126","Conseiller / Conseillère en validation des acquis de l'expérience","non"
"4","J'ai le sens du contact","509671","K2128","Formateur / Formatrice aux métiers de l'éducation et de la sécurité routière","non"
"4","J'ai le sens du contact","509783","K2131","Lecteur / Lectrice de langues dans l'enseignement supérieur","non"
"4","J'ai le sens du contact","509895","K2132","Responsable ingénierie de la formation professionnelle","non"
"4","J'ai le sens du contact","510063","K2139","Chargé / Chargée de bilan professionnel","oui"
"4","J'ai le sens du contact","510141","K2141","Formateur / Formatrice conduite d'engins de travaux publics","non"
"4","J'ai le sens du contact","510151","K2142","Animateur-coordinateur / Animatrice-coordinatrice de formation","non"
"4","J'ai le sens du contact","510398","K2145","Formateur / Formatrice de formateurs","oui"
"4","J'ai le sens du contact","510310","K2147","Chef / Cheffe de travaux dans l'enseignement technique","non"
"4","J'ai le sens du contact","489221","K2310","Ambassadeur / Ambassadrice du tri","non"
"4","J'ai le sens du contact","428","K2501","Gardien / Gardienne d'immeuble","non"
"4","J'ai le sens du contact","430","K2503","Agent / Agente de prévention et de sécurité","non"
"4","J'ai le sens du contact","404548","K2504","Agent / Agente de sécurité événementielle","non"
"4","J'ai le sens du contact","509543","K2507","Agent / Agente d'exploitation et de sûreté aéroportuaire","non"
"4","J'ai le sens du contact","431","K2601","Porteur / Porteuse funéraire","non"
"4","J'ai le sens du contact","432","K2602","Conseiller / Conseillère funéraire","non"
"4","J'ai le sens du contact","509390","K2604","Agent / Agente de crématorium","oui"
"4","J'ai le sens du contact","510294","K2605","Maître / Maîtresse de cérémonie funéraire","non"
"4","J'ai le sens du contact","436","L1102","Mannequin","non"
"4","J'ai le sens du contact","441","L1204","Artiste de cirque","non"
"4","J'ai le sens du contact","488723","L1205","Artiste-interprète","non"
"4","J'ai le sens du contact","488757","L1206","Cavalier / Cavalière de spectacle","non"
"4","J'ai le sens du contact","489202","L1208","Mascotte-personnage","oui"
"4","J'ai le sens du contact","509645","L1209","Performeur / Performeuse de cabaret","non"
"4","J'ai le sens du contact","444","L1303","Agent / Agente de talent","non"
"4","J'ai le sens du contact","513849","L1309","Coordinateur / Coordinatrice d'intimité","oui"
"4","J'ai le sens du contact","509791","M1218","Directeur / Directrice de l'environnement de travail","non"
"4","J'ai le sens du contact","509824","M1221","Responsable financement de projet","non"
"4","J'ai le sens du contact","467","M1401","Enquêteur / Enquêtrice sondage","oui"
"4","J'ai le sens du contact","488287","M1406","Responsable RSE - Responsabilité Sociétale de l'Entreprise","non"
"4","J'ai le sens du contact","488729","M1410","Responsable Green IT","non"
"4","J'ai le sens du contact","488756","M1411","Consultant / Consultante en énergie renouvelable","non"
"4","J'ai le sens du contact","488778","M1412","Ergonome","non"
"4","J'ai le sens du contact","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise","non"
"4","J'ai le sens du contact","510308","M1418","Recruteur / Recruteuse de donateurs","oui"
"4","J'ai le sens du contact","509569","M1421","Panéliste","non"
"4","J'ai le sens du contact","509903","M1425","Agent recenseur / Agente recenseuse","oui"
"4","J'ai le sens du contact","510041","M1427","Animateur / Animatrice de réseau d'entreprises","non"
"4","J'ai le sens du contact","510146","M1429","Consultant / Consultante en management","non"
"4","J'ai le sens du contact","471","M1501","Assistant / Assistante Ressources Humaines (RH)","non"
"4","J'ai le sens du contact","472","M1502","Chargé / Chargée de recrutement","non"
"4","J'ai le sens du contact","473","M1503","Directeur / Directrice des Ressources Humaines (DRH)","non"
"4","J'ai le sens du contact","488280","M1504","Responsable formation professionnelle en entreprise","non"
"4","J'ai le sens du contact","488324","M1505","Chargé / Chargée de formation en entreprise","non"
"4","J'ai le sens du contact","488608","M1506","Manager de proximité","non"
"4","J'ai le sens du contact","488773","M1507","Gestionnaire paie","non"
"4","J'ai le sens du contact","509375","M1508","Conseiller / Conseillère en gestion de carrière","non"
"4","J'ai le sens du contact","509763","M1511","Responsable Qualité de Vie au Travail","non"
"4","J'ai le sens du contact","510197","M1512","Directeur / Directrice des relations sociales","non"
"4","J'ai le sens du contact","474","M1601","Chargé / Chargée d'accueil","oui"
"4","J'ai le sens du contact","476","M1603","Facteur / Factrice","non"
"4","J'ai le sens du contact","478","M1605","Secrétaire technique","non"
"4","J'ai le sens du contact","480","M1607","Secrétaire","non"
"4","J'ai le sens du contact","482","M1609","Secrétaire médical / Secrétaire médicale","non"
"4","J'ai le sens du contact","488304","M1610","Intendant / Intendante du sport","non"
"4","J'ai le sens du contact","488787","M1612","Assistant / Assistante de service juridique","non"
"4","J'ai le sens du contact","488885","M1613","Télésecrétaire","non"
"4","J'ai le sens du contact","488927","M1614","Standardiste","oui"
"4","J'ai le sens du contact","489012","M1615","Distributeur / Distributrice de prospectus et imprimés","non"
"4","J'ai le sens du contact","489162","M1616","Auxiliaire de gestion des écoles de conduite","non"
"4","J'ai le sens du contact","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","non"
"4","J'ai le sens du contact","509799","M1619","Approvisionneur / Approvisionneuse points de distribution","non"
"4","J'ai le sens du contact","484","M1702","Planneur / Planneuse stratégique","non"
"4","J'ai le sens du contact","486","M1704","Responsable relation client (CRM)","non"
"4","J'ai le sens du contact","488342","M1713","Responsable d'associations de patients en industrie pharmaceutique","non"
"4","J'ai le sens du contact","512365","M1719","Chargé / Chargée des relations avec les influenceurs","oui"
"4","J'ai le sens du contact","495","M1806","Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information","non"
"4","J'ai le sens du contact","488721","M1823","Consultant / Consultante avant-vente","non"
"4","J'ai le sens du contact","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)","non"
"4","J'ai le sens du contact","510638","M1864","Product Owner","non"
"4","J'ai le sens du contact","509762","M1872","Consultant décisionnel / Consultante décisionnelle - Business Intelligence","non"
