"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"D1430","3","definition","3","Propose des solutions de financement adaptées aux besoins des clients et assure un suivi commercial"
"D1430","3","definition","4","Organise et réalise des démonstrations de véhicules"
"D1430","3","definition","5","Négocie les conditions de vente et conclut les contrats"
"D1430","3","definition","6","Suit les dossiers clients depuis la commande jusqu''à la livraison"
"D1430","3","definition","7","Peut gérer l''organisation d''événements promotionnels liés aux véhicules de loisirs"
"D1430","4","acces_metier","1","Cet emploi est accessible avec un Certificat de qualification professionnelle (CQP) ou un diplôme de niveau Bac à Bac + 2 dans les domaines du commerce ou vente et la relation Client."
"D1431","3","definition","1","Assistant achat contribue à l''optimisation des coûts et à la gestion efficace des approvisionnements de différents services de l''entreprise."
"D1431","3","definition","2","Participe à la définition des besoins en achat et à l''élaboration des cahiers des charges"
"D1431","3","definition","3","Recherche et sélectionne les fournisseurs, négocie les conditions d''achat et évalue leur performance"
"D1431","3","definition","4","Suit les commandes et contrôle la conformité des livraisons avec les spécifications établies"
"D1431","3","definition","5","Collabore étroitement avec les différents départements de l''entreprise pour assurer une coordination efficace"
"D1431","3","definition","6","Optimise les stocks en veillant à l''équilibre entre coût et disponibilité des produits, rédige des rapports sur les statistiques d''achat"
"D1431","3","definition","7","Participe à l''amélioration continue des processus d''achat pour accroître l''efficacité et réduire les coûts"
"D1431","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 4 en gestion des achats, logistique associée et commerce."
"D1432","3","definition","1","L''Assistant service clients, interlocuteur clé entre l''entreprise et les clients, veille à leur satisfaction et à leur fidélisation."
"D1432","3","definition","2","Gère les demandes et réclamations des clients par téléphone, email ou chat"
"D1432","3","definition","3","Assure un suivi rigoureux des dossiers clients et met à jour les informations dans les bases de données"
"D1432","3","definition","4","Contribue à l''amélioration continue de la qualité du service en remontant les feedbacks clients"
"D1432","3","definition","5","Participe à la résolution des problèmes en collaboration avec les autres services de l''entreprise et améliore l''expérience client"
"D1432","3","definition","6","Peut être amené à proposer des solutions commerciales adaptées aux besoins des clients"
"D1432","3","definition","7","Assiste dans l''organisation et la mise en œuvre de campagnes promotionnelles ciblées"
"D1432","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 3 dans les domaines du digital, de la gestion des relations clients, activités et techniques de communication ou du marketing opérationnel."
"D1433","3","definition","1","Le commercial export développe les ventes et les partenariats à l''international pour une entreprise, en promouvant ses produits ou services sur les marchés étrangers."
"D1433","3","definition","2","Prospecte et développe un portefeuille de clients à l''international"
"D1433","3","definition","3","Négocie les conditions commerciales et contractuelles à l''export"
"D1433","3","definition","4","Assure le suivi des commandes et la satisfaction des clients"
"D1433","3","definition","5","Analyse les marchés étrangers pour identifier de nouvelles opportunités"
"D1433","3","definition","6","Collabore avec les services logistiques pour optimiser les flux de marchandises"
"D1433","3","definition","7","Participe à des salons professionnels et des missions commerciales à l''étranger"
"D1433","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5 en commerce international ou techniques de commercialisation."
"D1433","4","acces_metier","2","La maîtrise d''une langue étrangère est souvent requise."
"D1434","3","definition","1","Le Conseiller commercial motocycles est un expert de la vente et du conseil dans le domaine des deux-roues motorisés et leurs accessoires."
"D1434","3","definition","2","Accueille et conseille les clients sur les différents modèles de motocycles et leurs caractéristiques."
"D1434","3","definition","3","Réalise des ventes en proposant des solutions adaptées aux besoins des clients."
"D1434","3","definition","4","Suit les objectifs de vente et développe le portefeuille clients."
"D1434","3","definition","5","Organise et participe à des actions de marketing pour attirer de nouveaux clients."
"D1434","3","definition","6","Gère les transactions financières et assure le suivi administratif des ventes."
"D1434","3","definition","7","Maintient à jour ses connaissances sur les nouveaux modèles et les tendances du marché."
"D1434","4","acces_metier","1","Cet emploi est accessible avec un Bac Pro Commerce ou un  BTS MCO (Management Commercial Opérationnel)."
"D1434","4","acces_metier","2","Une certification spécifique de conseiller en vente de motocycles peut également être un atout. Aucune obligation réglementaire spécifique n''est requise pour exercer ce métier."
"D1435","3","definition","1","Le Responsable de plateau de centre d''appels organise la gestion des appels pour assurer une communication fluide et efficace."
"D1435","3","definition","2","Supervise et coordonne l''activité des équipes de téléopérateurs"
"D1435","3","definition","3","Assure la formation et le coaching des agents pour optimiser leur performance et atteindre les objectifs de qualité et de productivité"
"D1435","3","definition","4","Gère les plannings pour assurer une couverture optimale du service"
"D1435","3","definition","5","Analyse les indicateurs de performance clés pour améliorer la qualité du service et son fonctionnement"
"D1435","3","definition","6","Met en place des stratégies pour atteindre les objectifs de satisfaction client"
"D1435","3","definition","7","Résout les problèmes techniques et opérationnels pour maintenir la continuité du service"
"D1435","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2 à Bac + 5 dans les domaines des techniques de commercialisation, du management et négociation de la relation Client. Des connaissances supplémentaires liées au spécificités de l''environnement de l''entreprise sont un atout."
"D1436","3","definition","1","L''assistant de régulation médicale est une personne chargée de la réception et de la gestion des appels d''urgences médicales."
"D1436","3","definition","2","Réceptionne et traite les appels téléphoniques pour les demandes d''intervention médicale urgente"
"D1436","3","definition","3","Évalue la situation médicale et détermine le niveau d''urgence pour prioriser les interventions"
"D1436","3","definition","4","Oriente les appels vers les médecins régulateurs ou les services compétents selon la nature de l''appel"
"D1436","3","definition","5","Assure la saisie des informations relatives aux appels dans un système informatique dédié"
"D1436","3","definition","6","Contribue à la coordination des moyens de transport sanitaire et des équipes médicales sur le terrain"
"D1436","3","definition","7","Participe à la gestion des situations de crise et assure un suivi des cas jusqu''à leur résolution"
"D1436","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Assistant de Régulation Médicale (DARM). Ce diplôme se prépare en deux ans et comprend des enseignements théoriques ainsi que des stages pratiques en milieu professionnel."
"D1437","3","definition","1","Le gérant de négoce automobile supervise la gestion et la commercialisation de véhicules."
"D1437","3","definition","2","Gère les stocks de véhicules neufs et d''occasion"
"D1437","3","definition","3","Négocie les achats et ventes de véhicules"
"D1437","3","definition","4","Optimise la stratégie commerciale et marketing du négoce"
"D1437","3","definition","5","Supervise l''équipe de vente et assure la formation des nouveaux employés"
"D1437","3","definition","6","Assure la conformité des pratiques commerciales avec la législation en vigueur"
"D1437","4","acces_metier","1","Cet emploi est accessible avec une expérience professionnelle dans le secteur commercial ou technique, sans diplôme particulier."
"D1437","4","acces_metier","2","Néanmoins, un diplôme de niveau Bac à Bac+2 dans le secteur commercial peut en faciliter l''accès."
"D1438","3","definition","1","L''Assistant e-commerce contribue stratégiquement à l''activité des plateformes en ligne en assurant la gestion et l''optimisation des ventes en ligne."
"D1438","3","definition","2","Gère le catalogue de produits en ligne, en assurant la mise à jour des fiches produits et des stocks"
"D1438","3","definition","3","Optimise la visibilité des produits sur la plateforme e-commerce et sur les moteurs de recherche en augmentant le trafic du site"
"D1438","3","definition","4","Analyse les performances des ventes et propose des améliorations pour augmenter le chiffre d''affaires"
"D1438","3","definition","5","Collabore avec les équipes marketing pour développer des stratégies promotionnelles adaptées au web"
"D1438","3","definition","6","Assure le service client pour les commandes en ligne, retours et réclamations, ainsi que l''expérience utilisateur et faciliter la navigation de l''internaute"
"D1438","3","definition","7","Participe à la veille concurrentielle pour rester informé des dernières tendances du e-commerce"
"D1438","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac + 3 dans les domaines de la gestion administrative et commerciale ou du marketing numérique et opérationnel. Une formation spécialisée en webmarketing et e-commerce serait un atout."
"D1501","3","definition","1","Un animateur des ventes est un professionnel chargé de dynamiser et de promouvoir les ventes d''un produit ou d''une gamme de produits."
"D1501","3","definition","2","Organise et supervise les opérations promotionnelles en magasin"
"D1501","3","definition","3","Anime et forme les équipes aux techniques de vente et aux nouveaux produits"
"D1501","3","definition","4","Assure le suivi des objectifs de vente et propose des stratégies d''amélioration"
"D1501","3","definition","5","Maintient une bonne relation avec les clients et améliore l''expérience d''achat"
"D1501","3","definition","6","Analyse les performances des ventes et ajuste les actions marketing en conséquence"
"D1501","4","acces_metier","1","Cet emploi est accessible à partir d''un Bac+2 dans le domaine commercial."
"D1501","4","acces_metier","2","Une première expérience terrain réussie en animation de vente ou animation commerciale est un atout, ainsi qu''une expérience dans l’encadrement et l''animation d’équipe commerciale."
"D1502","3","definition","1","Le Chef de rayon produits alimentaires supervise les flux de vente des produits de son rayon pour satisfaire la clientèle."
"D1502","3","definition","2","Gère l''approvisionnement et l''assortiment des produits en rayon en s''assurant de la disponibilité des stocks"
"D1502","3","definition","3","Optimise la présentation des produits par des animations et promotions en  veillant à leur bonne visibilité"
"D1502","3","definition","4","Contrôle la qualité et la fraîcheur des produits alimentaires"
"D1502","3","definition","5","Supervise et forme l''équipe de vente du rayon"
"D1502","3","definition","6","Analyse les indicateurs de performance du rayon pour ajuster les stratégies commerciales"
"D1502","3","definition","7","Assure le respect des normes d''hygiène et de sécurité alimentaire"
"D1502","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +2 à Bac + 3 dans le domaine du commerce,  un titre professionnel Responsable de rayon peut également être pertinent."
"D1503","3","definition","1","Le Chef de rayon de produits non alimentaires gère et optimise les ventes au sein d''un magasin."
"D1503","3","definition","2","Organise l''assortiment des produits selon les tendances et la demande des consommateurs"
"D1503","3","definition","3","Supervise et forme l''équipe de vente pour garantir un service client de qualité"
"D1503","3","definition","4","Analyse les performances de vente et ajuste les stratégies commerciales en conséquence"
"D1503","3","definition","5","Assure la mise en place des promotions attractives et des opérations commerciales spéciales"
"D1503","3","definition","6","Veille au respect des normes de merchandising et de présentation des produits"
"D1503","3","definition","7","Collabore avec les fournisseurs pour assurer un approvisionnement continu et adapté en anticipant les besoins"
"D1503","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 2  à Bac + 3 dans les domaines du commerce, vente et  distribution."
"D1504","3","definition","1","Le Directeur de magasin de grande distribution assure la gestion et le développement de son établissement."
"D1504","3","definition","2","Gère l''ensemble des activités du magasin pour assurer la rentabilité et la qualité du service"
"D1504","3","definition","3","Supervise les opérations quotidiennes, de la gestion des stocks à la satisfaction client"
"D1504","3","definition","4","Développe des stratégies pour atteindre les objectifs de vente et optimiser les performances"
"D1504","3","definition","5","Veille au respect des normes et réglementations en vigueur dans le secteur de la distribution"
"D1504","3","definition","6","Dirige et motive une équipe pour garantir une atmosphère de travail positive et productive"
"D1504","3","definition","7","Analyse les tendances du marché pour adapter l''offre produits et services aux besoins des consommateurs"
"D1504","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+5 en management, commerce ou gestion."
"D1505","3","definition","1","L''hôte de caisse est un professionnel chargé de la gestion des transactions financières au sein d''un point de vente."
"D1505","3","definition","2","Accueille et oriente les clients dans le magasin"
"D1505","3","definition","3","Enregistre les achats, assure l''encaissement des produits et gère la caisse"
"D1505","3","definition","4","Contrôle le flux des clients à la caisse pour minimiser l''attente"
"D1505","3","definition","5","Propose des services complémentaires et informe sur les promotions en cours"
"D1505","3","definition","6","Veille au respect des procédures de paiement et de sécurité"
"D1505","3","definition","7","Peut gérer les retours de marchandises et les réclamations clients"
"D1505","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP/BEP à Bac (général ou professionnel) dans les secteurs de la vente et de la distribution. Il est également accessible avec une expérience professionnelle dans ces secteurs sans diplôme particulier."
"D1506","3","definition","1","Le Merchandiser agence la présentation et l''aménagement spatial d''un point de vente afin de maximiser les ventes."
"D1506","3","definition","2","Optimise la disposition des produits pour accroître la visibilité et l''attractivité"
"D1506","3","definition","3","Collabore avec les équipes de vente et marketing pour planifier les campagnes et stratégies promotionnelles"
"D1506","3","definition","4","Assure la formation du personnel de vente sur les techniques de merchandising efficaces"
"D1506","3","definition","5","Met à jour régulièrement les plans de merchandising en fonction des tendances du marché et des retours clients"
"D1506","3","definition","6","Peut coordonner la conception et l''installation de vitrines ou d''espaces promotionnels spéciaux"
"D1506","4","acces_metier","1","Cet emploi est accessible avec un Bac + 5 Master innovation, design graphique, marketing-vente et gestion commerciale."
"D1507","3","definition","1","L''Employé de rayon libre-service est en charge de la présentation, la mise en rayon des produits et la gestion de l’espace de vente dans un magasin."
"D1507","3","definition","2","Approvisionne et organise les produits en rayon selon la politique du magasin"
"D1507","3","definition","3","Veille à la propreté et à l''ordre de son espace de travail pour garantir un environnement agréable"
"D1507","3","definition","4","Contrôle les dates de péremption, la signalétique des prix et retire les produits non conformes"
"D1507","3","definition","5","Renseigne et oriente les clients dans le magasin pour faciliter leurs achats"
"D1507","3","definition","6","Participe aux inventaires et à la gestion des stocks pour optimiser la disponibilité des produits"
"D1507","3","definition","7","Peut effectuer des opérations de caisse et contribuer à l''accueil des clients"
"D1507","4","acces_metier","1","Cet emploi est accessible sans qualification particulière, mais un CAP Employé de commerce multi-spécialités serait un plus."
"D1507","4","acces_metier","2","Un certificat d''aptitude à la conduite en sécurité-CACES- peut être requis."
"D1508","3","definition","1","Le Responsable de caisses est un professionnel chargé de superviser et de gérer les opérations liées à la caisse dans un commerce ou une enseigne."
"D1508","3","definition","2","Supervise et coordonne l''activité des caisses"
"D1508","3","definition","3","Assure la formation et le suivi des hôtes de caisse"
"D1508","3","definition","4","Optimise les flux de clients pour réduire l''attente"
"D1508","3","definition","5","Gère les litiges et assure un service client de qualité"
"D1508","3","definition","6","Contrôle les fonds de caisse et les transactions"
"D1508","3","definition","7","Peut participer à l''élaboration des stratégies commerciales du point de vente"
"D1508","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac +2 dans les domaines de la vente et de la gestion commerciale opérationnelle."
"D1509","3","definition","1","Le responsable de département en grande distribution orchestre la gestion et l''optimisation des activités de son secteur au sein d''un supermarché ou hypermarché."
"D1509","3","definition","2","Supervise et coordonne les activités des équipes de vente du département pour garantir la satisfaction client"
"D1509","3","definition","3","Optimise la gestion des stocks et assure la bonne rotation des produits"
"D1509","3","definition","4","Développe des stratégies de merchandising efficaces pour maximiser les ventes"
"D1509","3","definition","5","Gère et forme les équipes pour assurer un service client de qualité"
"D1509","3","definition","6","Analyse les performances du département et met en place des actions correctives pour optimiser les espaces de vente"
"D1509","3","definition","7","Assure le respect des normes et réglementations en vigueur dans la grande distribution"
"D1509","3","definition","8","Négocie avec les fournisseurs les meilleures conditions d''achat des produits de son secteur"
"D1509","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac + 5 Master en gestion des entreprises, management de la grande distribution ainsi qu''un Master en vente, marketing."
"D1510","3","definition","1","Le Chef de secteur magasin gère et anime une équipe de vendeurs au sein d''un secteur spécifique d''un magasin."
"D1510","3","definition","2","Optimise la disponibilité des produits en assurant une connaissance des stocks et des approvisionnements"
"D1510","3","definition","3","Supervise et coordonne les activités du secteur pour garantir l''atteinte des objectifs commerciaux"
"D1510","3","definition","4","Encadre les équipes, assure leur formation et veille à leur motivation"
"D1510","3","definition","5","Analyse les indicateurs de performance et met en place des actions correctives si nécessaire"
"D1510","3","definition","6","Développe des stratégies pour améliorer l''expérience client et augmenter les ventes"
"D1510","3","definition","7","Collabore avec d''autres chefs de secteur et la direction pour aligner les stratégies commerciales"
"D1510","3","definition","8","Assure le respect des normes et réglementations en vigueur dans le secteur"
"D1510","4","acces_metier","1","Cet emploi est accessible avec un Bac + 2 en commerce, vente ou gestion, comme un BTS Management Commercial Opérationnel, un DUT Techniques de Commercialisation."
"D1511","3","definition","1","L''Opérateur de station service est chargé de la vente des carburants et des produits en boutique."
"D1511","3","definition","2","Assure l''accueil et le service des clients en station-service"
"D1511","3","definition","3","Gère les transactions de vente de carburants et de produits annexes"
"D1511","3","definition","4","Veille au respect des normes de sécurité et d''hygiène"
"D1511","3","definition","5","Entretient les équipements et les installations de la station"
"D1511","3","definition","6","Peut effectuer des petites réparations sur les véhicules"
"D1511","3","definition","7","Supervise l''approvisionnement et le stock des produits vendus"
"D1511","4","acces_metier","1","Cet emploi est accessible avec un CQP opérateur station service, un CAP maintenance des véhicules option voitures particulières ou   un CAP équipier polyvalent du commerce."
"E1101","3","definition","1","L''Animateur de communauté virtuelle dynamise et modère les échanges entre utilisateurs sur les plateformes numériques."
"E1101","3","definition","2","Anime les échanges au sein des communautés en ligne pour favoriser une ambiance positive et constructive"
"E1101","3","definition","3","Crée et partage du contenu pertinent et attractif pour maintenir l''intérêt des membres de la communauté"
"E1101","3","definition","4","Surveille les tendances du web et adapte les activités de la communauté en conséquence pour rester à la pointe"
"E1101","3","definition","5","Gère les crises et les conflits au sein de la communauté pour maintenir un environnement sain et respectueux"
"E1101","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en communication, notamment en communication digitale. Des certifications spécifiques en gestion de communauté peuvent également être pertinentes. Une bonne maîtrise des outils numériques et des plateformes de médias sociaux est essentielle."
"E1102","3","definition","1","Conçoit des histoires, écrit des textes (roman, scénario, biographie, ...) dans le but d''une diffusion papier, audiovisuelle ou multimédia ou d''une représentation de spectacle."
"E1102","3","definition","2","Peut écrire ou réécrire des textes pour le compte de tiers ou d''entreprises (correspondance, formalités administratives, ...)."
"E1102","3","definition","3","Peut mettre en scène ou interpréter ses oeuvres."
"E1102","4","acces_metier","1","Ce métier est accessible sur diffusion de travaux personnels d''écriture auprès d''éditeurs, producteurs, diffuseurs, universitaires, ... sans diplôme particulier."
"E1102","4","acces_metier","2","Un diplôme de niveau Licence à Master (Master recherche, ...) dans le secteur des lettres peut en faciliter l''accès."
"E1102","4","acces_metier","3","Le métier d''écrivain public est accessible avec une Licence professionnelle d''écrivain public. La pratique d''une langue étrangère peut être requise."
"E1102","4","acces_metier","4","L''adhésion à la Société des Auteurs et Compositeurs Dramatiques (SACD) est recommandée pour la perception de droits d''auteur."
"E1103","3","definition","1","Le Chargé des relations publiques contribue à valoriser l''image et les intérêts d''une organisation par la conception et la mise en œuvre d''actions de communication et de diffusion de l''information."
"E1103","3","definition","2","Élabore et met en œuvre la stratégie de communication externe pour promouvoir l''image de l''entreprise"
"E1103","3","definition","3","Rédige des communiqués et dossiers de presse pour informer et influencer les médias"
"E1103","3","definition","4","Organise des événements, conférences et rencontres pour renforcer les relations avec les publics cibles"
"E1103","3","definition","5","Gère les crises en communiquant de manière efficace pour protéger la réputation de l''organisation"
"E1103","3","definition","6","Développe et entretient des réseaux de contacts influents dans les médias, l''industrie et les institutions"
"E1103","3","definition","7","Analyse les retombées médiatiques et ajuste les stratégies de communication en conséquence"
"E1103","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +5 dans le domaine de la communication, des sciences politiques ou des relations internationales."
"E1104","3","definition","1","Le Concepteur de contenus multimédia crée, développe et intègre des éléments visuels, sonores et interactifs pour des supports numériques tels que des sites web, des applications, des jeux ou des vidéos."
"E1104","3","definition","2","Conçoit et réalise des contenus multimédia adaptés aux besoins des clients ou du public cible"
"E1104","3","definition","3","Collabore avec des équipes multidisciplinaires pour développer des projets de communication visuelle et interactive"
"E1104","3","definition","4","Utilise des logiciels de création graphique, vidéo et audio pour produire des contenus de haute qualité"
"E1104","3","definition","5","Assure la mise à jour et l''optimisation des contenus existants pour améliorer l''engagement utilisateur"
"E1104","3","definition","6","Peut gérer des projets de A à Z, de la conception initiale à la livraison finale"
"E1104","3","definition","7","Peut former et superviser des équipes moins expérimentées dans la création de contenus multimédia"
"E1104","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac +2 à Bac +5 en communication multimédia, arts numériques, création numérique, design graphique ou métiers du multimédia et de l''internet. Les compétences en conception de contenu pour le web et les médias numériques sont essentielles."
"E1105","3","definition","1","Supervise, coordonne et prépare la réalisation et l''édition de produits, de publications (livres, ouvrages, revues, support multimédia, ...) selon la politique éditoriale et commerciale."
"E1105","3","definition","2","Peut coordonner les promotions et mettre en oeuvre les actions de distribution et de diffusion."
"E1105","3","definition","3","Peut diriger une collection ou coordonner une équipe."
"E1105","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Master (M1, Master professionnel, ...) dans les secteurs de l''édition, des métiers du livre, des sciences humaines, de l''information, de la littérature, de l''art, ..."
"E1105","4","acces_metier","2","La fonction d''éditeur est accessible après une expérience professionnelle dans le secteur."
"E1106","3","definition","1","Le journaliste fournit des reportages multi-support et  multi-canal selon le titre pour lequel il travaille."
"E1106","3","definition","2","Rédige des articles, reportages, interviews ou commentaires sur des événements actuels"
"E1106","3","definition","3","Vérifie l''exactitude des informations et respecte les délais de publication"
"E1106","3","definition","4","Adapte le contenu pour différents supports médiatiques tels que la presse écrite, la radio, la télévision et le web"
"E1106","3","definition","5","Collabore avec des photographes, des vidéastes et d''autres journalistes pour enrichir le contenu des reportages"
"E1106","3","definition","6","Participe à des conférences de presse et des événements pour collecter des informations de première main"
"E1106","3","definition","7","Maintient un réseau de contacts pour accéder rapidement à des informations fiables"
"E1106","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+3 à Bac+5 en journalisme, complétée d''une expérience professionnelle ou de connaissances en politique, économie, ou culture. Les diplômes de l''Institut d''études politiques (IEP) ou de l''École supérieure de journalisme (ESJ) sont des atouts."
"E1107","3","definition","1","Imagine et organise tout ou une partie d’événements, afin de servir les besoins en communication de son entreprise ou de ses clients."
"E1107","3","definition","2","Assure la réussite de chaque événement (conférences, séminaires, événements sportifs et culturels, soirées festives, inaugurations), en tenant compte du cahier des charges et des prestataires."
"E1107","3","definition","3","Coordonne l’ensemble des moyens humains, matériels, techniques et logistiques nécessaires à leur bon déroulement."
"E1107","3","definition","4","Peut s’occuper de la communication autour du projet et rechercher d’éventuels partenaires, sponsors, mécènes pour pouvoir en faciliter la mise en œuvre."
"E1107","3","definition","5","Planifie les tâches à exécuter et gère les éventuels aléas d’organisation et de budget tout au long du projet."
"E1107","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 à Bac+5 dans le secteur de la communication, du commerce, de l''événementiel."
"E1107","4","acces_metier","2","En fonction du diplôme obtenu et des expériences passées, il peut être nécessaire de débuter par un poste d’assistant chef de projet événementiel."
"E1107","4","acces_metier","3","La pratique d''une langue étrangère peut être exigée."
"E1108","3","definition","1","Le traducteur est un expert linguiste qui transpose les textes d''une langue à une autre, la langue cible étant sa langue natale."
"E1108","3","definition","2","Traduit des documents tout en préservant le sens, le contexte et le style de la langue source"
"E1108","3","definition","3","Adapte des contenus culturels, techniques ou scientifiques pour les rendre accessibles à un public ciblé"
"E1108","3","definition","4","Assure la qualité linguistique et la cohérence des textes traduits"
"E1108","3","definition","5","Répond aux besoins de clients pour fournir des traductions personnalisées"
"E1108","3","definition","6","Peut se spécialiser dans des domaines spécifiques tels que la traduction juridique, technique ou littéraire"
"E1108","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +3 à Bac+5 en langues étrangères ou  en traduction ."
"E1109","3","definition","1","Le Directeur de la communication supervise et coordonne toutes les activités liées à la communication interne et externe de l’entreprise."
"E1109","3","definition","2","Définit et met en œuvre la stratégie de communication pour promouvoir l''image de l''entreprise"
"E1109","3","definition","3","Supervise la création de contenus et gère les relations avec les médias"
"E1109","3","definition","4","Coordonne les campagnes de communication digitale et traditionnelle"
"E1109","3","definition","5","Analyse les retombées des actions de communication et ajuste les stratégies en conséquence"
"E1109","3","definition","6","Gère et encadre l''équipe de communication"
"E1109","3","definition","7","Collabore avec les autres départements pour assurer la cohérence des messages"
"E1109","4","acces_metier","1","Cet emploi est généralement accessible avec un diplôme de niveau Bac+5."
"E1110","3","definition","1","Le Directeur de la rédaction dirige la stratégie éditoriale et supervise la production de contenu."
"E1110","3","definition","2","Définit la ligne éditoriale et veille à son respect au sein de la rédaction"
"E1110","3","definition","3","Supervise et coordonne le travail des rédacteurs et des journalistes"
"E1110","3","definition","4","Assure la qualité et la cohérence des contenus publiés"
"E1110","3","definition","5","Développe des stratégies pour augmenter l''audience et l''engagement du public"
"E1110","3","definition","6","Collabore avec d''autres départements (marketing, commercial) pour aligner les objectifs éditoriaux avec les objectifs de l''entreprise"
"E1110","3","definition","7","Peut représenter la rédaction lors d''événements ou dans des médias externes"
"E1110","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +3 à Bac +5 en journalisme ou communication. Les formations en école de journalisme sont particulièrement adaptées."
"E1111","3","definition","1","Le Game master jeux online joue un rôle clé pour la gestion et l''immersion dans les univers virtuels."
"E1111","3","definition","2","Supervise et anime des univers de jeu en ligne pour garantir une expérience utilisateur optimale"
"E1111","3","definition","3","Intervient en temps réel pour résoudre les problèmes techniques ou les conflits entre joueurs"
"E1111","3","definition","4","Organise et coordonne des événements spéciaux pour enrichir l''expérience de jeu"
"E1111","3","definition","5","Assure le respect des règles du jeu et l''équité entre les joueurs"
"E1111","3","definition","6","Collecte les retours des joueurs pour améliorer continuellement l''environnement de jeu"
"E1111","3","definition","7","Collabore avec les développeurs pour ajuster et mettre à jour le jeu selon les besoins des utilisateurs"
"E1111","4","acces_metier","1","Cet emploi est en général accessible avec une qualification de niveau Bac à Bac+3 dans le domaine des jeux vidéo. Des formations complémentaires en gestion de communauté, support technique ou management de projet peuvent être des atouts."
"E1112","3","definition","1","Le Chargé de communication est un acteur clé dans la stratégie de valorisation de l''image de marque d''une entreprise."
"E1112","3","definition","2","Gère la relation avec les médias et autres partenaires de communication"
"E1112","3","definition","3","Met en œuvre et évalue la stratégie de communication interne et externe de l''entreprise"
"E1112","3","definition","4","Rédige et diffuse des contenus, garantit la visibilité numérique de l''entreprise"
"E1112","3","definition","5","Organise régulièrement des événements externes et internes à l''organisation"
"E1112","4","acces_metier","1","Cet emploi est généralement accessible avec un diplôme de niveau Bac+3 à Bac+5."
"E1113","3","definition","1","L''e-commercial est un acteur clé de la vente en ligne qui dynamise les échanges sur les plateformes digitales."
"E1113","3","definition","2","Développe et gère un portefeuille client sur internet"
"E1113","3","definition","3","Optimise la visibilité des produits sur les plateformes de vente en ligne"
"E1113","3","definition","4","Analyse les comportements d''achat et adapte les stratégies de vente"
"E1113","3","definition","5","Collabore avec les équipes marketing pour créer des campagnes promotionnelles ciblées"
"E1113","3","definition","6","Assure le suivi des commandes et la satisfaction client"
"E1113","3","definition","7","Peut gérer les réclamations et retours de manière efficace"
"E1113","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5."
"E1114","3","definition","1","Le Reporter recherche, vérifie, traite et commente l''information en vue de diffusion."
"E1114","3","definition","2","Réalise des reportages sur des événements locaux, nationaux ou internationaux"
"E1114","3","definition","3","Enquête sur le terrain pour recueillir des informations et des témoignages"
"E1114","3","definition","4","Rédige des articles ou prépare des contenus multimédias pour différents médias"
"E1114","3","definition","5","Collabore avec des photographes, caméramans et autres journalistes pour enrichir ses reportages"
"E1114","3","definition","6","Respecte les délais de rédaction et les lignes éditoriales des médias pour lesquels il travaille"
"E1114","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+3 à Bac+5 en journalisme. Les formations comme Licence en journalisme, Master en journalisme, Diplôme de l''Institut d''études politiques (IEP), ou Diplôme de l''École supérieure de journalisme (ESJ) sont courantes. Une habilitation au pilotage de drone professionnel peut être un atout, bien que non obligatoire."
"E1115","3","definition","1","Le Chef de projet en jeux vidéo coordonne et supervise la création et les étapes de développement d''un jeu vidéo, en collaboration avec les équipes artistiques, techniques et marketing pour assurer le respect des délais, du budget et des objectifs de qualité."
"E1115","3","definition","2","Coordonne les équipes de développement pour assurer la progression du projet selon le cahier des charges"
"E1115","3","definition","3","Supervise la conception artistique et technique du jeu pour garantir la qualité et la cohérence"
"E1115","3","definition","4","Gère le budget et les délais pour respecter les échéances de livraison"
"E1115","3","definition","5","Assure la communication entre les différents acteurs du projet (développeurs, artistes, testeurs)"
