"code_ogr","nature","libelle_competence","definition","code_ogr_macro_comp","code_macro_comp","cat_comp","sous_cat_comp","transition_eco","transition_num","libelle_heterogeneite","libelle_origine"
"400743","Compétence","Sélectionner les outils nécessaires à la gravure, suivant le type de gravure choisi","","404525","","Savoir-faire","Technique","","N","",""
"400745","Compétence","Etablir un devis d'intervention","","300377","","Savoir-faire","Technique","","N","",""
"400747","Compétence","Etablir des prévisions, des évaluations, des recommandations, des perspectives","","300390","","Savoir-faire","Technique","","N","",""
"400748","Compétence","Etayer la structure","","300228","","Savoir-faire","Technique","","N","",""
"400749","Compétence","Effectuer les travaux de remise à la cote sur les appareils de voies","","300228","","Savoir-faire","Technique","","N","",""
"400750","Compétence","Organiser le tri sélectif des déchets","","300298","","Savoir-faire","Technique","O","N","",""
"400751","Compétence","Décharger la quantité de ballast selon les consignes de relevage afin de caler la voie et éviter tout risque de déraillement","","300219","","Savoir-faire","Technique","N","N","",""
"400752","Compétence","Mettre en place des indicateurs de performance technique","","300321","","Savoir-faire","Technique expert","","N","",""
"400753","Compétence","Rédiger des dossiers de sécurité réglementaire pour des autorités de contrôle","","300244","","Savoir-faire","Technique expert","","N","",""
"400754","Compétence","Coordonner le repli de tous les équipements et dispositifs du chantier","","300240","","Savoir-faire","Technique","","N","",""
"400756","Compétence","Marquer au sol les réseaux existants","","300267","","Savoir-faire","Technique","","N","",""
"400757","Compétence","Localiser les réseaux existants","","300220","","Savoir-faire","Technique","","N","",""
"400758","Compétence","Façonner des matériaux divers","","300232","","Savoir-faire","Technique","","N","",""
"400759","Compétence","Intégrer des outils IA/Data Science","","300201","","Savoir-faire","Technique expert","","O","",""
"400760","Compétence","Insérer l'armature de fer à l'intérieur du coffrage afin de préparer le coulage du béton","","300138","","Savoir-faire","Technique","","N","",""
"400761","Compétence","Installer le mobilier urbain","","300228","","Savoir-faire","Technique","","N","",""
"400762","Compétence","Installer la base vie (bureaux, vestiaires, espaces de stockage…)","","300236","","Savoir-faire","Technique","","N","",""
"400764","Compétence","Identifier sur le plan, ou en utilisant les outils digitaux nomades, l'emplacement et les caractéristiques dimensionnelles des ouvrages","","300124","","Savoir-faire","Technique expert","","O","",""
"400766","Compétence","Développer et animer un réseau de partenaires et de prestataires","","300471","","Savoir-faire","Technique expert","","N","",""
"400767","Compétence","Déterminer les compétences transférables au regard d'une cible professionnelle","","300039","","Savoir-faire","Technique expert","","N","",""
"400768","Compétence","Désinfecter et stériliser des canalisations","","300477","","Savoir-faire","Technique expert","","N","",""
"400769","Compétence","Organiser et agencer l'espace de vente en mettant en valeur les produits, les nouveautés, les collections et les promotions","","300375","","Savoir-faire","Technique","","N","",""
"400770","Compétence","Programmer et assurer le suivi des actions à conduire à l'issue des contacts avec les clients ou les prospects","","300385","","Savoir-faire","Technique expert","","N","",""
"400771","Compétence","Installer des dispositifs temporaires pour sécuriser les zones de travail en hauteur","","300446","","Savoir-faire","Transverse","","N","",""
"400772","Compétence","Adapter les méthodes de travail au niveau de risques des travaux en hauteur","","300147","","Savoir-faire","Transverse","","N","",""
"400773","Compétence","Déchiffrer les panneaux et la signalétique de sécurité et déduire les utilisations ou pratiques adaptées","","300446","","Savoir-faire","Transverse","","N","",""
"400774","Compétence","Définir les indicateurs et leur mode de suivi","","300321","","Savoir-faire","Technique expert","","N","",""
"400775","Compétence","Analyser les indicateurs pertinents sur les tendances et les usages des clients","","300187","","Savoir-faire","Technique","","N","",""
"400776","Compétence","Acheminer les matériaux et matériels jusqu'au chantier","","300261","","Savoir-faire","Technique","","N","",""
"400777","Compétence","Protéger les lieux et les biens des dommages pouvant être causés par les travaux de nettoyage","","300282","","Savoir-faire","Technique","","N","",""
"400778","Compétence","Baliser l'aire de travail et s'assurer du marquage dans le respect des consignes et pour éviter tout dommage aux ouvrages","","300148","","Savoir-faire","Technique expert","","N","",""
"400780","Compétence","Conduire des engins en mobilisant l'écoconduite pour limiter la consommation de carburant","","402008","","Savoir-faire","Technique","O","N","",""
"400782","Compétence","Mettre en sécurité l'engin en cas de stationnement prolongé sur site","","300148","","Savoir-faire","Technique expert","","N","",""
"400784","Compétence","Contrôler la qualité du produit fini","","300247","","Savoir-faire","Technique","","N","",""
"400787","Compétence","Réaliser un diagnostic territorial","","300359","","Savoir-faire","Technique","","N","",""
"400788","Compétence","Définir les délais de décoffrage selon le chantier","","300217","","Savoir-faire","Technique","","N","",""
"400789","Compétence","Démolir mécaniquement la structure existante de la chaussée","","300156","","Savoir-faire","Technique","","N","",""
"400791","Compétence","Installer la signalisation de chantier et s'assurer des voies d'accès, des zones d'évolution et de manutention conformément aux arrêtés de circulation pour travailler en sécurité","","300148","","Savoir-faire","Technique expert","","N","",""
"400793","Compétence","Protéger les lieux et les biens des dommages","","300477","","Savoir-faire","Technique expert","","N","",""
"400795","Compétence","Piloter et conduire des équipements en fonction de la production à réaliser et selon les procédures établies","","300153","","Savoir-faire","Technique","","N","",""
"400796","Compétence","Vérifier la compatibilité des développements produits avec les spécifications","","300199","","Savoir-faire","Technique","","N","",""
"400800","Compétence","Gérer les conflits internes et proposer des solutions","","300441","","Savoir-faire","Technique expert","","N","",""
"400801","Compétence","Identifier un besoin de formation et le faire remonter à la hiérarchie","","300445","","Savoir-faire","Technique expert","","N","",""
"400803","Compétence","Contrôler certaines caractéristiques des produits en prélevant des échantillons de produits selon des instructions afin d'identifier les écarts","","300255","","Savoir-faire","Technique expert","","N","",""
"400806","Compétence","Préparer et suivre l'exécution des réparations","","300182","","Savoir-faire","Technique","","N","",""
"400807","Compétence","Réparer des installations défectueuses sur la base d'un diagnostic","","300182","","Savoir-faire","Technique","","N","",""
"400808","Compétence","Contrôler au quotidien la qualité des prestations","","300250","","Savoir-faire","Technique","","N","",""
"400811","Compétence","Identifier les pièces détachées nécessaires à l'intervention en vue de passer commande","","300261","","Savoir-faire","Technique","","N","",""
"400812","Compétence","Préparer les sauces d'enduction du papier","","300211","","Savoir-faire","Technique","","N","",""
"400813","Compétence","Utiliser les logiciels de pilotage de drones","","300428","","Savoir-faire","Transverse","","N","",""
"400814","Compétence","Définir le mode de nettoyage en fonction des salissures et des supports","","300129","","Savoir-faire","Technique","","N","",""
"400815","Compétence","Appliquer les principes du bio-nettoyage","","300129","","Savoir-faire","Technique","O","N","",""
"400816","Compétence","Analyser les anomalies ou dérives et leurs causes en fonction de normes et de consignes établies","","300247","","Savoir-faire","Technique","","N","",""
"400817","Compétence","Surveiller la qualité des produits reçus pour garantir leur fraîcheur","","300247","","Savoir-faire","Technique","","N","",""
"400820","Compétence","Vérifier la qualité de produits textiles (dimensions, aspect, coutures, etc.)","","300255","","Savoir-faire","Technique expert","","N","",""
"400821","Compétence","Vérifier la conformité de l'enregistrement d'opérations financières","","300256","","Savoir-faire","Technique expert","","N","",""
"400823","Compétence","Répondre à un appel à projets","","404522","","Savoir-faire","Technique","","N","",""
"400824","Compétence","Observer le comportement des individus","","300079","","Savoir-faire","Technique","","N","",""
"400825","Compétence","Optimiser la gestion des déchets et boues (assainissement)","","300175","","Savoir-faire","Technique expert","O","N","",""
"400826","Compétence","Organiser et gérer la prévention et le traitement des incidents et dysfonctionnements","","300398","","Savoir-faire","Technique expert","","N","",""
"400827","Compétence","Etablir des titres de transport","","104292","","Savoir-faire","Technique","","N","",""
"400829","Compétence","Organiser les prélèvements et analyses à réaliser en fonction du planning de chantier ou du planning du site de production","","300174","","Savoir-faire","Technique expert","","N","",""
"400830","Compétence","Vérifier l'état des cheminements","","402007","","Savoir-faire","Technique","","N","",""
"400832","Compétence","Participer à la mise en service des installations","","300135","","Savoir-faire","Technique","","N","",""
"400833","Compétence","Utiliser un outillage à main et portatif (marteaux, chasses, rabots, cutter mètres, etc.)","","300153","","Savoir-faire","Technique","","N","",""
"400834","Compétence","Utiliser une interface graphique (tablette, smartphone, machine à commande numérique etc.)","","300428","","Savoir-faire","Transverse","","O","",""
"400835","Compétence","Utiliser une presse hydraulique","","300153","","Savoir-faire","Technique","","N","",""
"400836","Compétence","Vérifier et stocker la quantité d'explosifs nécessaire dans un dépôt de 3ème, 2ème ou de 1ère catégorie","","300285","","Savoir-faire","Technique","","N","",""
"400837","Compétence","Vérifier la documentation technique et les formalités de transport (vol commercial)","","300256","","Savoir-faire","Technique expert","","N","",""
"400839","Compétence","Réaliser et contrôler les connexions et les bourrages","","300288","","Savoir-faire","Technique","","N","",""
"400840","Compétence","Procéder au transfert en Salle de Surveillance Post-Interventionnelle (SSPI)","","300044","","Savoir-faire","Technique expert","","N","",""
"400841","Compétence","Vérifier les caractéristiques et la qualité des approvisionnements et matières pour les formats à produire","","300263","","Savoir-faire","Technique","","N","",""
"400842","Compétence","Participer à l'installation de la base vie (bureaux, vestiaires, espaces de stockage…) pour assurer de bonnes conditions de travail, d'hygiène et de sécurité","","300236","","Savoir-faire","Technique","","N","",""
"400843","Compétence","Utiliser un nettoyeur haute pression","","300153","","Savoir-faire","Technique","","N","",""
"400845","Compétence","Purger et contrôler les ventouses, entretenir les poteaux incendie et les postes de relèvement","","300183","","Savoir-faire","Technique","","N","",""
"400846","Compétence","Participer au montage de la grue, à sa mise en route et son réglage","","300138","","Savoir-faire","Technique","","N","",""
"400847","Compétence","Comprendre les schémas de principe","","300124","","Savoir-faire","Technique expert","","N","",""
"400849","Compétence","Tracer l'émetteur de chaleur","","300126","","Savoir-faire","Technique expert","","N","",""
"400851","Compétence","Favoriser le réemploi ou le recyclage des matériaux récupérés","","402008","","Savoir-faire","Technique","O","N","",""
"400853","Compétence","Mettre en place les protections afin de sécuriser le chantier","","300149","","Savoir-faire","Technique expert","","N","",""
"400855","Compétence","Utiliser une perche télescopique pour nettoyer les vitres","","300282","","Savoir-faire","Technique","","N","",""
"400856","Compétence","Remplacer les pièces défectueuses et assembler les éléments","","300182","","Savoir-faire","Technique","","N","",""
"400857","Compétence","Savoir installer des dispositifs d'évacuation ou de secours simples","","300149","","Savoir-faire","Technique expert","","N","",""
"400858","Compétence","Tirer les câbles courants et spécifiques","","300228","","Savoir-faire","Technique","","N","",""
"400860","Compétence","Conduire une ligne de production","","300153","","Savoir-faire","Technique","","N","",""
"400861","Compétence","Percer, visser et clipper les différents éléments de la structure en vue de préparer la manoeuvre de couverture","","300131","","Savoir-faire","Technique","","N","",""
"400862","Compétence","Vérifier les tolérances, effectuer les opérations de nettoyage des composants","","300177","","Savoir-faire","Technique","","N","",""
"400864","Compétence","Réaliser un bilan thermique simplifié avec les outils agréés","","300257","","Savoir-faire","Technique expert","","N","",""
"400865","Compétence","Evaluer la faisabilité de l'opération d'un point de vue technique","","300186","","Savoir-faire","Technique","","N","",""
"400866","Compétence","Superviser et contrôler la mise en oeuvre des procédures et consignes en matière de sécurité au travail","","300338","","Savoir-faire","Technique","","N","",""
"400868","Compétence","Déclencher l'alerte des secours en cas d'accident et mettre la victime en sécurité","","300149","","Savoir-faire","Technique expert","","N","",""
"400869","Compétence","Maitriser les procédures, les outils et les techniques de réparation horlogère","","300129","","Savoir-faire","Technique","","N","",""
"400871","Compétence","Maintenir une veille sur l'évolution des pratiques d'élevage","","300081","","Savoir-faire","Technique expert","","N","",""
"400872","Compétence","Analyser la qualité de l'eau par rapport à des référentiels de qualité chimique et biochimique","","300130","","Savoir-faire","Technique","","N","",""
"400873","Compétence","Utiliser les appareils de métrologie et de tests adaptés pour s'assurer du bon fonctionnement de l'équipement","","300172","","Savoir-faire","Technique expert","","N","",""
"400874","Compétence","Participer à l'optimisation du fonctionnement des installations dans les domaines électrique, automatisme, régulation et process","","300172","","Savoir-faire","Technique expert","","N","",""
"400876","Compétence","Conduire et coordonner les tâches et la qualité des travaux réalisés dans le respect des règles de l'art, d'hygiène et de sécurité","","300175","","Savoir-faire","Technique expert","","N","",""
"400877","Compétence","Réaliser l'installation d'équipements motorisés ou connectés et d'applications domotiques sur un ouvrage métallique","","300169","","Savoir-faire","Technique","","N","",""
"400878","Compétence","Appliquer le cadre juridique des marchés publics","","300338","","Savoir-faire","Technique","","N","",""
"400879","Compétence","Utiliser des outils CRM pour gérer les interactions clients","","300428","","Savoir-faire","Transverse","","N","",""
"400880","Compétence","Utiliser et exploiter les systèmes, appareillages et techniques de mesures et contrôles","","300153","","Savoir-faire","Technique","","N","",""
"400882","Compétence","Lancer des productions","","300173","","Savoir-faire","Technique expert","","N","",""
"400883","Compétence","Utiliser une hydrocureuse aspiratrice","","300153","","Savoir-faire","Technique","","N","",""
"400885","Compétence","Piloter et régler des équipements de fabrication de pâte et papier","","300165","","Savoir-faire","Technique","","N","",""
"400887","Compétence","Tenir compte des compétences des collaborateurs dans la répartition des tâches","","300436","","Savoir-faire","Technique expert","","N","",""
"400888","Compétence","Coordonner collaborateurs et partenaires extérieurs","","300440","","Savoir-faire","Technique expert","","N","",""
"400889","Compétence","Planifier et adapter si nécessaire, l'activité de l'équipe, assigner les tâches","","300436","","Savoir-faire","Technique expert","","N","",""
"400890","Compétence","Consigner les activités sur un registre","","300431","","Savoir-faire","Transverse","","N","",""
"400891","Compétence","Rester patient face à des personnes agressives","","300441","","Savoir-faire","Technique expert","","N","",""
"400892","Compétence","Maintenir les registres de sécurité à jour","","300431","","Savoir-faire","Transverse","","N","",""
"400893","Compétence","Renseigner des outils de traçabilité des contacts clients ou prospects","","300431","","Savoir-faire","Transverse","","N","",""
"400894","Compétence","Identifier, diagnostiquer et traiter une anomalie, un dysfonctionnement, un risque et évaluer l'urgence d'une intervention interne et/ou externe","","300185","","Savoir-faire","Technique","","N","",""
"402000","Macro-compétence","Faire preuve d'agilité dans son action selon les contextes","","","6B202","Savoir-faire","Transverse","","","Homogène",""
"402001","Macro-compétence","Participer à un projet pluridisciplinaire","","","6A108","Savoir-faire","Transverse","","","Homogène",""
"402002","Macro-compétence","Superviser des responsables de projets ou d'activités","","","1B110","Savoir-faire","Technique expert","","","Très homogène",""
"402003","Macro-compétence","Sélectionner des artistes, des auteurs","","","1C203","Savoir-faire","Technique","","","Homogène",""
"402004","Macro-compétence","Procéder à des examens médicaux sur des animaux","","","1E404","Savoir-faire","Technique","","","Homogène",""
"402005","Macro-compétence","Concevoir un objet d'art ou d'artisanat","","","2B201","Savoir-faire","Technique","","","Homogène",""
"402006","Macro-compétence","Concevoir, implanter et configurer des équipements électrotechniques","","","3A104","Savoir-faire","Technique","","","Homogène",""
"402007","Macro-compétence","Assurer la maintenance, gérer une structure","","","3E206","Savoir-faire","Technique","","","Homogène",""
"402008","Macro-compétence","Réduire l'empreinte environnementale de son activité","","","4E202","Savoir-faire","Technique","O","","Homogène",""
"402009","Macro-compétence","Concevoir un projet d'accueil","","","5A102","Savoir-faire","Technique","","","Très homogène",""
"402012","Compétence","Contrôler l'application des consignes de sécurité","","300149","","Savoir-faire","Technique expert","","N","",""
"402014","Compétence","Accompagner la réalisation de préséries et le démarrage de l'industrialisation de produits","","300139","","Savoir-faire","Technique","","N","",""
"402016","Compétence","Promouvoir une culture d'amélioration continue au sein de l'équipe","","300245","","Savoir-faire","Technique expert","","N","",""
"402018","Compétence","Actualiser un système d'information","","300204","","Savoir-faire","Technique","","O","",""
"402021","Compétence","Adapter ses comportements à des interlocuteurs différents","","300421","","Savoir-faire","Transverse","","N","",""
"402022","Compétence","Adapter son activité à l'utilisation de robots, cobots, outils et interfaces numériques","","300499","","Savoir-faire","Transverse","","O","",""
"402023","Compétence","Adapter, planifier et coordonner les phases du processus de production","","300174","","Savoir-faire","Technique expert","","N","",""
"402027","Compétence","Ajuster son intervention sur un équipement ou un système en fonction des risques","","300147","","Savoir-faire","Transverse","","N","",""
"402028","Compétence","Analyser des données de maintenance","","300067","","Savoir-faire","Transverse","","N","",""
"402029","Compétence","Analyser des résultats de tests et essais","","300067","","Savoir-faire","Transverse","","N","",""
"402030","Compétence","Analyser les risques liés au chantier","","300149","","Savoir-faire","Technique expert","","N","",""
"402032","Compétence","Analyser l'aspect d'un produit","","300248","","Savoir-faire","Technique","","N","",""
"402033","Compétence","Analyser les besoins fonctionnels pour les projets d'investissements liés à la production","","300175","","Savoir-faire","Technique expert","","N","",""
"402038","Compétence","Animer et diriger les équipes de production","","300440","","Savoir-faire","Technique expert","","N","",""
"402039","Compétence","Anticiper les risques de cybersécurité","","300149","","Savoir-faire","Technique expert","","O","",""
"402040","Compétence","Appliquer les normes liées au recyclage de matériaux","","404528","","Savoir-faire","Technique expert","O","N","",""
"402043","Compétence","Appliquer les traitements adaptés aux matériaux","","300214","","Savoir-faire","Technique","","N","",""
"402047","Compétence","Assurer la production d'usinage dans le respect des objectifs et des règles de sécurité","","300446","","Savoir-faire","Transverse","","N","",""
"402050","Compétence","Assurer la traçabilité des interventions","","300462","","Savoir-faire","Transverse","","N","",""
"402052","Compétence","Assurer les auto-contrôles des pièces en rapport avec la fiche de fabrication","","300173","","Savoir-faire","Technique expert","","N","",""
"402053","Compétence","Assurer les règles de sécurité","","300446","","Savoir-faire","Transverse","","N","",""
"402054","Compétence","Maintenir une documentation claire et précise","","300118","","Savoir-faire","Transverse","","N","",""
"402055","Compétence","Assurer une veille sur l'évolution des produits","","300081","","Savoir-faire","Technique expert","","N","",""
"402057","Compétence","Calculer les volumes et les surfaces à traiter","","300144","","Savoir-faire","Technique expert","","N","",""
"402060","Compétence","Analyser les spécifications techniques pour la conformité","","300124","","Savoir-faire","Technique expert","","N","",""
"402064","Compétence","Comprendre et utiliser les informations du Big Data","","300067","","Savoir-faire","Transverse","","O","",""
"402067","Compétence","Concevoir et déployer la déconstruction, la dépollution ou le recyclage d'une installation","","300404","","Savoir-faire","Technique expert","O","N","",""
"402071","Compétence","Concevoir, améliorer un équipement électrique ou une installation électrique","","300191","","Savoir-faire","Technique","","N","",""
"402072","Compétence","Concevoir, conduire et vérifier des travaux d'analyse en laboratoire dans le respect des Bonnes Pratiques de Laboratoire (BPL)","","300085","","Savoir-faire","Technique expert","","N","",""
"402075","Compétence","Rassembler, synthétiser et structurer les éléments nécessaires à une prise de décision (évolution produit/projet)","","300458","","Savoir-faire","Transverse","","N","",""
"402076","Compétence","Constituer et faire évoluer les nomenclatures des plans, dossiers de définition","","300126","","Savoir-faire","Technique expert","","N","",""
"402078","Compétence","Constituer un dossier d'études industrielles","","300126","","Savoir-faire","Technique expert","","N","",""
"402079","Compétence","Intégrer le risque de cybercriminalité dans ses activités","","300149","","Savoir-faire","Technique expert","","O","",""
"402080","Compétence","Contrôler l'accès aux données sensibles","","300450","","Savoir-faire","Transverse","","N","",""
"402085","Compétence","Contrôler la conformité des processus de production","","300255","","Savoir-faire","Technique expert","","N","",""
"402086","Compétence","Contrôler la conformité de fabrication de produits, pièces, sous-ensembles","","300258","","Savoir-faire","Technique expert","","N","",""
"402088","Compétence","Contrôler la conformité des composants","","300255","","Savoir-faire","Technique expert","","N","",""
"402089","Compétence","Contrôler la conformité d'une opération","","300258","","Savoir-faire","Technique expert","","N","",""
"402094","Compétence","Veiller au respect des normes d'hygiène","","300243","","Savoir-faire","Technique expert","N","N","",""
"402095","Compétence","Surveiller les processus de production pour garantir la qualité","","300175","","Savoir-faire","Technique expert","","N","",""
"402097","Compétence","Contrôler les non-conformités et réaliser les retouches ou reprises de finition nécessaires","","300255","","Savoir-faire","Technique expert","","N","",""
"402098","Compétence","Contrôler la qualité des pièces","","300255","","Savoir-faire","Technique expert","","N","",""
"402099","Compétence","Vérifier et maintenir l'état de l'équipement","","300181","","Savoir-faire","Technique","","N","",""
"402102","Compétence","Coordonner l'activité d'une équipe","","300440","","Savoir-faire","Technique expert","","N","",""
"402104","Compétence","Coordonner les études techniques et les études de prix","","300186","","Savoir-faire","Technique","","N","",""
"402105","Compétence","Coordonner l'intervention d'équipes de spécialistes","","300440","","Savoir-faire","Technique expert","","N","",""
"402106","Compétence","Décliner et mettre en oeuvre une démarche et un plan qualité","","300245","","Savoir-faire","Technique expert","","N","",""
"402107","Compétence","Définir et mettre en oeuvre des solutions techniques de mesure pour remonter à la cause racine d'un dysfonctionnement","","300083","","Savoir-faire","Technique expert","","N","",""
"402110","Compétence","Définir le concept, la thématique d'un produit","","300075","","Savoir-faire","Technique","","N","",""
"402111","Compétence","Définir l'intervention et sélectionner les machines et outillages appropriés","","300487","","Savoir-faire","Technique expert","","N","",""
"402114","Compétence","Détecter les dysfonctionnements puis intervenir dans les limites de ses compétences ou de faire appel au professionnel pouvant y remédier","","300185","","Savoir-faire","Technique","","N","",""
"402115","Compétence","Détecter l'origine d'une panne (sur place ou à distance)","","300185","","Savoir-faire","Technique","","N","",""
"402117","Compétence","Détecter une situation anormale et informer","","300477","","Savoir-faire","Technique expert","","N","",""
"402120","Compétence","Déterminer et optimiser les temps opératoires","","300146","","Savoir-faire","Technique expert","","N","",""
"402121","Compétence","Déterminer le processus de fabrication mécanique retenu (enlèvement, déformation, …)","","300129","","Savoir-faire","Technique","","N","",""
"402122","Compétence","Développer l'empathie et l'écoute positive","","300468","","Savoir-faire","Transverse","","N","",""
"402123","Compétence","Développer l'esprit d'équipe","","300468","","Savoir-faire","Transverse","","N","",""
"402124","Compétence","Développer l'usage d'outils collaboratifs auprès des équipes, en y intégrant de nouveaux risques associés","","300442","","Savoir-faire","Technique expert","","O","",""
"402126","Compétence","Assurer la formation continue du personnel sur les premiers secours","","300027","","Savoir-faire","Technique expert","","N","",""
"402127","Compétence","Diriger un service, une structure","","300401","","Savoir-faire","Technique expert","","N","",""
"402131","Compétence","Assurer la maintenance préventive de base des équipements","","300183","","Savoir-faire","Technique","","N","",""
"402137","Compétence","Entretenir des relations assertives avec les différents interlocuteurs","","403000","","Savoir-faire","Transverse","","N","",""
"402138","Compétence","Equilibrer financièrement la solution proposée","","300311","","Savoir-faire","Technique expert","","N","",""
"402139","Compétence","Etablir et mettre à jour les nomenclatures, listes de pièces et codifications","","300126","","Savoir-faire","Technique expert","","N","",""
"402140","Compétence","Etablir et réaliser des programmes de test à partir du cahier des charges et des dossiers techniques","","300080","","Savoir-faire","Technique expert","","O","",""
"402141","Compétence","Etablir les documents de contrôle de conformité, de traçabilité et de suivi qualité","","300324","","Savoir-faire","Technique","","N","",""
"402142","Compétence","Etablir les préconisations et les recommandations d'utilisation, de mise en service, de démontage ou d'entretien","","300146","","Savoir-faire","Technique expert","","N","",""
"402143","Compétence","Etablir un planning d'avancement d'un projet d'étude d'un produit ou d'un système mécanique","","300308","","Savoir-faire","Technique","","N","",""
"402144","Compétence","Calibrer et vérifier les instruments de mesure et appareillages de contrôle","","300172","","Savoir-faire","Technique expert","","N","",""
"402147","Compétence","Etudier le schéma de montage et réaliser l'assemblage des supports","","300129","","Savoir-faire","Technique","","N","",""
"402148","Compétence","Etudier, définir et formaliser un process de fabrication par usinage","","300146","","Savoir-faire","Technique expert","","N","",""
"402152","Compétence","Faire preuve de vigilance","","300477","","Savoir-faire","Technique expert","","N","",""
"402153","Compétence","Faire preuve d'ouverture d'esprit et d'impartialité en étant factuel","","300456","","Savoir-faire","Technique expert","","N","",""
"402154","Compétence","Former et informer les salariés pour les sensibiliser à la prévention des risques","","300149","","Savoir-faire","Technique expert","","N","",""
"402166","Compétence","Identifier les anomalies et apporter des solutions correctives","","300242","","Savoir-faire","Technique expert","","N","",""
"402167","Compétence","Identifier les besoins en compétences de son secteur","","300445","","Savoir-faire","Technique expert","","N","",""
"402171","Compétence","Gérer les urgences et les imprévus en production","","300250","","Savoir-faire","Technique","","N","",""
"402173","Compétence","Identifier les solutions techniques d'amélioration des équipements et installations","","300191","","Savoir-faire","Technique","","N","",""
"402175","Compétence","Identifier l'usage de nouveaux outils digitaux et insuffler de nouvelles méthodes de travail","","300081","","Savoir-faire","Technique expert","","O","",""
"402180","Compétence","Intégrer des recommandations et adapter son comportement professionnel","","300421","","Savoir-faire","Transverse","","N","",""
"402181","Compétence","Intégrer le jumeau numérique aux processus industriels","","300129","","Savoir-faire","Technique","","N","",""
"402182","Compétence","Intégrer l'éco-responsabilité dans toutes les dimensions de son activité","","402008","","Savoir-faire","Technique","O","N","",""
"402183","Compétence","Intégrer les normes réglementaires et standards internationaux","","300338","","Savoir-faire","Technique","","N","",""
"402185","Compétence","Participer à des projets de recherche et développement","","300245","","Savoir-faire","Technique expert","","N","",""
"402191","Compétence","Lire et interpréter des données et documents techniques, au besoin en anglais","","300124","","Savoir-faire","Technique expert","","N","",""
"402193","Compétence","Lire et exploiter un schéma électronique","","300124","","Savoir-faire","Technique expert","","N","",""
"402194","Compétence","Lire et interpréter une fiche d'instruction et un plan d'exécution","","300129","","Savoir-faire","Technique","","N","",""
"402196","Compétence","Maintenir la cohésion et la motivation de l'équipe","","300438","","Savoir-faire","Technique expert","","N","",""
"402198","Compétence","Maîtriser la pensée additive en plus de la pensée soustractive","","300073","","Savoir-faire","Technique","","N","",""
"402200","Compétence","Maîtriser les interfaces informatiques et la compréhension des signaux d'alerte","","300198","","Savoir-faire","Technique","","O","",""
"402201","Compétence","Maîtriser les techniques d'e-learning, d'assistance et support technique client","","300022","","Savoir-faire","Technique expert","","O","",""
"402203","Compétence","Coordonner les équipes de développement pour respecter les délais","","300436","","Savoir-faire","Technique expert","","N","",""
"402205","Compétence","Manager les équipes d'intervention et diriger les travaux d'entretien et de dépannage","","300472","","Savoir-faire","Technique expert","","N","",""
"402207","Compétence","Evaluer l'efficacité des méthodes de travail actuelles","","300495","","Savoir-faire","Transverse","","N","",""
"402208","Compétence","Mettre en oeuvre et anticiper les actions nécessaires pour optimiser l'utilisation des moyens de production","","300312","","Savoir-faire","Technique","","N","",""
"402209","Compétence","Assurer une communication efficace au sein de l'équipe","","300410","","Savoir-faire","Transverse","","N","",""
"402213","Compétence","Mobiliser des données massives pour éclairer les prises de décisions","","300067","","Savoir-faire","Transverse","","O","",""
"402215","Compétence","Opérer des choix ergonomiques","","300459","","Savoir-faire","Transverse","","N","",""
"402220","Compétence","Organiser et programmer les activités et opérations de maintenance","","300487","","Savoir-faire","Technique expert","","N","",""
"402221","Compétence","Organiser l'activité de son secteur sur un horizon court terme","","300487","","Savoir-faire","Technique expert","","N","",""
"402222","Compétence","Organiser le déroulement du projet et structurer les différentes phases","","300174","","Savoir-faire","Technique expert","","N","",""
"402224","Compétence","Paramétrer et utiliser des instruments de mesure, de découpe, de fabrication","","300139","","Savoir-faire","Technique","","N","",""
"402226","Compétence","Favoriser un environnement de travail collaboratif","","300468","","Savoir-faire","Transverse","","N","",""
"402227","Compétence","Procéder aux essais de mise au point d'industrialisation","","300080","","Savoir-faire","Technique expert","","N","",""
"402232","Compétence","Coordonner les activités du personnel","","300436","","Savoir-faire","Technique expert","","N","",""
"402233","Compétence","Planifier et suivre des opérations de maintenance du laboratoire","","300487","","Savoir-faire","Technique expert","","N","",""
"402238","Compétence","Traiter les données de production pour analyse de performance","","300322","","Savoir-faire","Technique","","N","",""
"402240","Compétence","Préparer et régler les machines et le process, calibrer sections et épaisseurs","","300166","","Savoir-faire","Technique","","N","",""
"402243","Compétence","Préparer la zone de travail et les moyens nécessaires à l'activité","","300152","","Savoir-faire","Technique","","N","",""
"402247","Compétence","Préparer les produits nécessaires","","300152","","Savoir-faire","Technique","","N","",""
"402248","Compétence","Evaluer régulièrement les compétences techniques de l'équipe","","300445","","Savoir-faire","Technique expert","","N","",""
"402249","Compétence","Préparer un changement de production","","300174","","Savoir-faire","Technique expert","","N","",""
"402250","Compétence","Prévoir les compétences disponibles pour faire face aux aléas de fonctionnement","","300445","","Savoir-faire","Technique expert","","N","",""
"402258","Compétence","Proposer des solutions pour optimiser la sécurité des systèmes","","300244","","Savoir-faire","Technique expert","","N","",""
"402264","Compétence","Réaliser des opérations de maintenance à caractère préventif, systématique ou conditionnel","","300183","","Savoir-faire","Technique","","N","",""
"402265","Compétence","Réaliser des projections en 3D","","300069","","Savoir-faire","Technique","","N","",""
